"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"East Asia & Pacific (excluding high income)","EAP","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","143025872","148376096","156520880","171031872","182250752","192965456","200727824","201855296","200744704","202011632","204718368","206253232","205304816","202774768","200036688","200530576","198911728","198025568","195344112","193088608","191190192","190814640","190876736","192026144","194844224","198728096","202799344","207216832","211439984","211293488","206074928","201361024","190736720","178825168","190307216","183378880","178651312","177611152","175813760","173904832","172005296","171252928","171399312","170301520","167058592","167798928","169846304","171598784","172754800","175504240","177682160","178963728","179230512","178288048","179312592",
"Early-demographic dividend","EAR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","211648752","146607072","152199840","159984784","163628512","169503632","174275904","180932560","182529888","185121920","195884880","201277216","210403776","217584000","224757312","229600800","234118320","238565888","247183904","255765248","258607904","264218336","269436736","276361408","282672224","285120608","290087520","292192384","293747904","296738816","300643520","302369248","305970080","316733184","321857824","328942048","333109792","340207136","342776736","343706816","346158560","347718240","351277152","352424672","351058304","353521120","363756096","362158656","344133056","344902304","348683584","347786368","353817248","355892864","364777664",
"East Asia & Pacific","EAS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","157886400","166994208","175285808","189825728","200841840","211756480","219738400","221008560","220102384","221765904","225001104","226722704","225770224","223049984","219888528","219805280","217594112","216200752","213065632","210516976","208460768","207840912","207592784","208338912","210788608","214459856","218111600","222234768","226270544","226066944","220862544","216117808","205502928","193548784","204926992","197851600","192986480","191880032","189848704","187679952","185479968","184488624","184352576","183001760","179667392","180305232","182313344","184071968","185287200","188092352","190168112","191359136","191506144","190444416","191344864",
"Europe & Central Asia (excluding high income)","ECA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","16821742","15606569","15557126","15523816","15442168","15333187","15395060","15343539","15349651","15558241","16678793","14397684","16131706","16365070","16907084","16994988","15967415","17077784","17726126","16070789","16798376","16927414","16935408","16862356","16892796","16473489","17314846","17344128","17451484","17357942","17032360","16987586","16802524","16269607","16108464","16007380","15558958","15272172","15041814","14718744","14691847","14669723","14568649","13878740","14176427","14163074","14477027","14507805","14950985","15343890","15484059","15604704","15682859","15690985","15663578",
"Europe & Central Asia","ECS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","54621596","62055984","61514152","60645104","60168948","59363856","58915600","58341840","58090424","58111712","59020588","56725600","58008176","57887036","58145568","58001612","57065740","58235424","58703832","56398104","57110412","56946700","56746948","56780424","56695200","56275344","57617332","57488520","57238004","56250172","54833948","53808424","52908440","51807244","52373228","51090168","50171380","49575760","49166580","48664084","48595724","48739476","48885444","48859400","49138972","49713408","50523532","51358832","52265116","52841900","52098612","52197220","52258876","52376308","52348748",
"Ecuador","ECU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","984000","1018800","1065000","1129600","1164223","1216233","1256418","1307158","1404201","1450109","1534258","1589997","1633516","1677364","1700755","1738549","1789982","1822252","1827920","1842953","1846338","2019850","1986753","1751123","1777304","1812255","1888172","1882945","1899466","1925420","1955060","1982636","1987465","1989665","1997624","2006430","2039168","2008015","2098874","2100380","2111119","2074062","2060358","2086496","1995554","1949817","1928199","1931318","1903709","1875841","1849110","1845065","1772335","1724127",
"Egypt, Arab Rep.","EGY","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3794911","3928634","4046863","3989861","4145454","4181198","4217845","4290364","4375272","4537233","4662816","4876462","5181611","5509852","5856704","6214250","6613503","7034617","7343716","6578126","6964306","6541725","6791128","7732308","7313038","8185030","8243137","","8086230","7947488","7856340","7855433","7874308","7928380","9563627","9794591","9988181","","10407187","10540034","10266010","10945595","11102706","11029638","","11649222","12037705","12643289","13265036","13912595","14555423","13818245","15066458","15401834",
"Euro area","EMU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","18858070","24079378","24221562","23992022","24063832","23963214","23824506","23622486","23498540","23355508","23203600","22974954","22749356","22346688","21937938","21624398","21247036","21047624","20745180","20098394","20025378","19534926","19211234","19114180","19036536","18917426","19368550","19217444","19289076","19116656","18857996","18559756","18272280","18119870","18037536","18181734","18224052","18378038","18387256","18327784","18263984","18225088","18171376","18294692","18291442","18434502","18487926","18695978","18705472","18668996","18542414","18305406","18153908","18292264","18292264",
"Eritrea","ERI","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128504","115869","109087","150870","184492","207099","224287","241725","240737","","261963","295941","298691","330278","359299","374997","377512","364263","331855","314034","300129","286021","311737","334245","396398","361604","361684","","347009","349753","","","","398090","","",
"Spain","ESP","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3559425","3719113","3589080","3667516","3692600","3653320","3624136","3601948","3605324","3608854","3609623","3633713","3633906","3607755","3569744","3483948","3412939","3246655","3116889","2961953","2820497","2662490","2582343","2471084","2364910","2799960","2702553","2633678","2579908","2539995","2505203","2490744","2488319","2497513","2484903","2501205","2555757","2625414","2684078","2720989","2772909","2816584","2934648","2960626","3010404","3027751","3042396","3043396","3038332","3006992","2926681","2870806","2863340","",
"Estonia","EST","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","131705","133655","134854","135649","136956","138573","148545","153202","153395","128132","127389","126050","122111","120667","121404","125718","126800","127823","126671","123406","117289","108637","100171","92098","85539","79589","76026","74629","73563","72955","73054","74249","75644","77215","79594","82824","85617","88107","89618","89702","88991.5","87778","90300","",
"Ethiopia","ETH","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","655427","716729","762686","859831","959822","1084307","1176636","1143207","1377703","1811251","2130716","2374362","2511050","2497114","2407380","2448778","2736517","2884033","2855846","2662214","2466464","2063636","1855894","2283638","2722192","3380068","4007694","5092770","5167582","5847259","6650841","7213043","7623074","8269663","10019729","10971581","12174719","13379059","13570558","13635289","13487775","14532477","","15733276","16198047","","17926778","","","20419152","18447497","15521017","15545804","15927433",
"European Union","EUU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","26064530","32141306","32057826","31605554","31604656","31298914","31105184","30848860","30710446","30570362","30381084","30564338","30216134","30015634","29768562","29533860","29511738","29304068","28907062","28099478","27838164","27172678","26785844","26732962","26670406","26539412","26986544","26965880","26941062","26539186","26064458","25547886","25038544","24652402","24304522","24171664","23968978","23927254","23739608","23568900","23432280","23402624","23353220","23779812","23799646","24006856","24170672","24485814","24512836","24466752","23303692","23175460","23033248","23260520","23260520",
"Fragile and conflict affected situations","FCS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","25416592","26745654","27821940","28905448","29757714","30546034","32009518","34402772","37116964","40390944","43148656","46040708","48210600","49667220","50958760","51091416","50771620","51229188","52386612","52135088","53092296","55674352","56742572","58650328","60342192","60484864","59350020","61931248","65220692","66365744","69795272","72947536","77870776","81325792","85525024","90109704","94314352","96442288","99325968","102362656","105555072","110665768","115188560","118652240","122045688","122848944","126673000","130812080","135604064","140292112","144838256","146137872","146542048","149218032","149604528",
"Finland","FIN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","386230","379611","380865","393242","406058","453737","438804","422638","406921","390492","373347","365418","365965","369047","373583","379339","386914","389485","388756","389067","390587","392695","392537","390892","387306","384369","380932","381078","382746","388063","392150","393267","392741","387934","381785","372128","364902","357403","351095","347060","345615","347245","348432","351766","355231","359635","363990","368852","371103","373173","371364","366917","364836","",
"Fiji","FJI","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","97103","100508","102874","105659","105893","104950","103396","101986","101149","99119","98890","99418","","102319","105176","109032","112422","114740","","","","122008","121397","","121290","118631","115666","115965","116410","115945","114710","115312","114267","113432","113449","","109702","103641","102543","100967","","101384","102778","105035","105951","108899","109752","112112","114243","121666","120356","118951","115618","115485","113938",
"France","FRA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","4939683","4853725","4759935","4724128","4670406","4601550","4568134","4618436","4647552","4650954","4610361","4535613","4387003","4259598","4126435","4115846","4118403","4151664","4176391","4163161","4149143","4109797","4060408","4078370","4071599","4065005","4004704","3979453","3944227","3884560","3837902","3807739","3791555","3783197","4015490","4051861","4105628","4139284","4152622","4159086","4171826","4155596","4171003","4188552","4255988","4284172","4309942","4302412","4299109","4279257","4258764","4213547","4179223","",
"Faroe Islands","FRO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","22622","23096","24055","23605","23649","23321","24212","24331","24332","","","","","","","","","","","","","","","","","","","","","","","","","19105","18793","","18512","","","","","","14021","14312","13745","14173","13854","14086","13819","12805","12776","12640","11827","11762",
"Gabon","GAB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","100625","105601","110466","114172","121407","128552","130398","140632","141569","148520","155081","160349","165559","172201","178813","183607","191280","195049","207023","","","210000","","229713","247018","250693","256171","","265244","","265714","281871","279816","","","","","","","","317946","","","","","","","","269687","","","","","",
"United Kingdom","GBR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","5806349","5880238","5888063","5876761","5811517","5725167","5636473","5495784","5326864","5133710","4910724","4688572","4474000","4368700","4275000","4296000","4322000","4370000","4414966","4487000","4532500","4559500","","","","","","4664429","4661234","4631623","4596110","4536143","4488162","4685733","4634991","4517618","4409184","4465021","4416474","4421903","4419840","4523583","4622158","4509479","4621192","4721647","4820283","4892502","4919259","4903628","4867378","4865495.5","4864955.5","",
"Georgia","GEO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","322292","","","","","311458","","","","","352393","344447","309153","301732","291175","288509","293325","301022","302488","298352","277119","255029","239298","363951","338222","326597","322249","311265","298935","289137","285539","287245","287343","285329","288541","291447","301094","305368","316542","325016","336036","346163","345099","342203",
"Ghana","GHA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","966906","975042","1025872","1035163","1072032","1180449","1237557","1270770","1320757","1371730","1443000","1504732","1504982","1481398","1550624","1505819","1565236","1581870","1705843","1703074","1945422","2011602","2047288","2138635","2154646","2197172","2333347","","2377444","2560886","2446417","2586434","2524237","2678912","2929536","3130575","3367157","3625178","3659116","","3962779","4062026","4105913","4117152","4342315","4358176","4393061","4401194","4549875","4584381","4729514","4760573","","",
"Gibraltar","GIB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3382","3821","2812","2823","2759","2808","2677","2778","2737","2702","2750","2844","2852","2934","2830","","","","","","","","","","","","2729","","2607","2366","2377","","","","","","","3211","3255","","","","","","","2796","2834","","2889","2880","2946","2907","2824","2755",
"Guinea","GIN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","191287","163982","190576","196411","203143","198849","225727","237999","252100","262833","257547","249905","247702","246129","287804","276438","270140","288914","302809","310064","346807","359406","421869","471792","544729","584161","649835","674732","726561","790497","853623","997645","1073458","1147388","1206743","1258038","1317791","1364491","1389685","1453355","1536722","1599839","1666156","1729630","","1776560","","","","2107661","","","","",
"Gambia, The","GMB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","17140","17463","19421","20724","22424","24617","25513","27560","32220","37468","47101","53000","58356","64531","69512","72917","74455","75093","73673","77767","86307","90645","97262","105471","113241","124513","133409","141567","170371","174626","181835","182562","196426","204731","205347","207474","218638","220931","224058","228105","228495","244033","256912","274939","293503","308729","329828","350323","374962","393057","401333","414477","428053","432514",
"Guinea-Bissau","GNB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","27974","32896","41437","49360","75634","81890","","83139","80590","76709","74539","74803","74359","74979","76268","","77004","75892","79035","","","79882","79611","91103","100369","106338","117033","125287","","150041","181655","","","232292","252488","269287","","","","278890","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","31600","","","35977","","","","","","","44499","45428","52021","61532","","","","","","","","","72725","75751","","","","","74940","73377","78477","78390","73771","","75809","","","81099","82417","85061","86821","92029","","","93396","","","","","","","","","",
"Greece","GRC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","907446","905542","909441","922298","927848","935730","937780","932978","922401","899546","900641","891488","890171","888440","889648","887735","865660","868335","853527","834688","813353","784707","749312","723701","710774","675267","652040","648608","645534","645313","636460","646343","652052","657492","650242","645324","639083","","","642639","637020","636713","633534","628753","643762","646577","649246","643187","635950","625523","610718","588376","578574","",
"Grenada","GRD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","30355","29795","28745","28129","22072","21195","20259","19618","19114","18720","18076","17739","17704","17265","17171","16538","17963","18231","","19180","19811","21365","22345","22576","22679","21097","23313","22286","20017","16178","15974","17378","16598","15819","14427","","13733","13873","14186","13663","13275","","12948","12983","13445","11836","13464","13206","","9850","11817","8628","9511","11967",
"Greenland","GRL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","505691","531122","555975","571294","601189","627126","639783","680274","718846","756541","803404","874697","848116","930130","979888","1016474","1040781","1097851","1149134","","1164937","1249413","1340657","1393921","1412720","1470754","1510811","1544709","1685411","1823989","1909389","1971539","2075694","","2280706","2345301","2405041","2448976","2500575","2659776","2653483","2644683","2556314","2476379","2417429","2381989","2323954","2323999","2362116","2346898","2348398","2396898","2414945","2413805","2423329",
"Guam","GUM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","17927","18437","18673","18477","17811","20215","20145","","17744","18037","18093","17945","17807","17353","17130","16783","16733","16660","15516","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","130484","130671","131580","132023","","130240","140394","138144","137312","132075","130832","130003","126372","121869","117211","113857","112581","114700","118015","","104241","100116","98134","98132","99664","100252","102000","","107207","108909","109292","","110828","","116756","","109243","107456","100760","99241","98662","94488","","","","","","","81529","90351","91399","","91199","94786",
"High income","HIC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","88597096","98033168","97342488","96410000","95037680","93848096","93043496","92239200","91845720","89055632","93500768","93419528","93227136","92224920","91173592","90459096","90357008","90587112","94162376","93324632","90542056","90185424","92242168","90034792","90029216","90497216","90776688","91290400","90455856","89846576","88827640","87884704","86975752","86136096","86639240","84863992","84373672","83879736","83727712","83251136","83005888","83016408","82950904","82442104","82649632","83619744","84517232","85766688","86146440","86211928","84916696","84203488","83727560","84065400","84041560",
"Hong Kong SAR, China","HKG","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","739619","739944","725172","704536","677421","642611","606860","574822","553530","542327","540260","537123","538458","539856","536220","534903","531993","534309","535037","534450","524919","515938","501625","485061","476847","467718","","461911","480069","496801","498175","497376","487465","472863","451171","429892","414501","389937","369047","348549","334415","326208","320654","324171","332531","340932","352469","365732","376310","377202","368255","352975","337549","329780",
"Honduras","HND","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","381685","392668","412050","420714","442668","460744","483210","493223","524720","575152","601337","613633","671786","703608","736902","765809","810412","","863313","","889346","908446","959466","990352","1008181","1008092","1032595","1054964","1067582","1080869","1094792","","","1255859","1257358","1231533","1293333","1251733","1276495","1265963","1274904","1259405","1216739","1167574","1150042","1146029","1137763","1117352","","1096494","1075726","1041536","1061849","1069213","1027755",
"Heavily indebted poor countries (HIPC)","HPC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","18568754","18105900","18712400","19614970","20556860","21810396","23471512","25062848","26649790","28155610","29856556","31298156","32282416","32610622","33381244","34130256","34440508","34996044","36394168","36277940","36410596","38427680","38702704","40484968","42388900","45318748","46684472","51015788","53275756","54417432","57819396","62074528","68430104","73464640","78349616","83108376","87884368","92639816","99011304","101635544","104548104","107348488","111634104","114920952","118787144","120908312","125056040","129159424","133683768","138286784","142541456","144480832","144118128","146510576","148367344",
"Croatia","HRV","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206976","212986","210212","207890","203933","206121","202999","199084","195638","193179","192004","","196253","194748","190693","182296","174192","167452","162186","159945","160275","160819","162355","162519","162955","161740","159336","156627","151652","149084","147483","",
"Haiti","HTI","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","366846","391220","411009","431607","451140","487135","510716","517723","528611","580127","642391","658102","723041","783070","819565","872500","763412","","","","","926095","996856","1090366","1192986","1305620","1429280","1485722","","","","","","","","","","","","","","","","","","2625395","","","","","","","","",
"Hungary","HUN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","528053","517494","518002","528074","548773","567331","584960","590268","584236","586230","602318","647100","682038","707729","708415","677387","644816","596965","561356","530993","506800","497771","494107","507617","508003","507238","502555","504046","503302","500946","489768","477865","464013","446610","430561","415858","399250","394246","389510","387969","387262","384834","385466","393020","395549","394433","390970","373837","364424","358766","367591","378161","381013","",
"IBRD only","IBD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","341117472","285442304","295822176","315253088","327977344","341257216","350890624","357408032","356576480","362042432","370907744","375488736","379548928","381366688","385149152","388930272","391049760","393765248","397994080","402001088","405148000","406760544","409784544","416130912","423655072","424699264","430968928","440997184","439307040","445391904","440479136","434902816","424866592","421589728","436382784","431976800","427155904","432315648","431390240","427719296","425302944","423866624","426321600","429300352","422361152","424486464","434921632","434954784","416966304","419156480","423204064","425744832","435407840","435336896","443798560",
"IDA & IBRD total","IBT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","386104384","330540544","343841152","366578528","381868032","397778560","410123232","420063360","423000640","433076960","445783712","453504928","462369216","467223968","472854912","477325696","478860032","484032576","491753536","496713216","501831456","507841504","514126016","524874464","535970336","540392768","548222080","564786112","567644096","577004224","578312000","577592576","575459136","579326528","601388608","604013440","604759360","615112128","619135616","620735296","623556352","628586816","636862720","643480704","641756224","645629184","662533824","668159488","657503872","666459456","675967232","680902016","691822848","696443968","707685568",
"IDA total","IDA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","44986904","45098260","48018964","51325440","53890676","56521340","59232588","62655308","66424152","71034536","74875976","78016200","82820288","85857288","87705752","88395424","87810288","90267320","93759448","94712136","96683440","101080976","104341448","108743528","112315272","115693512","117253112","123788936","128337040","131612360","137832880","142689760","150592528","157736784","165005824","172036624","177603472","182796512","187745376","193016032","198253408","204720224","210541136","214180336","219395072","221142720","227612192","233204688","240537568","247302976","252763184","255157184","256414960","261107088","263887040",
"IDA blend","IDB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","14301352","14942246","15850891","16747587","18209700","18767238","19222248","20993180","22508096","25236190","26970318","28008262","31681428","33111920","33864408","34178716","32416726","34122836","34411780","34114848","35407256","36452420","38063388","40013876","41062044","41305960","40810596","42970956","45027020","46928968","49169288","50070140","50840392","53006696","55256232","57171640","57374100","58071572","57212560","59070604","60821272","62959312","65085004","66833332","68189312","68424952","71317792","73007912","75677936","77937560","79589648","80253472","82135400","84997312","86199664",
"Indonesia","IDN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","14870220","15519557","16140125","16643900","16892010","17776616","18779944","19783270","22024820","","","25537052","27026488","27990276","29108580","29909188","29897116","29882556","29999990","30130564","29933790","29753576","29577704","29598790","29876196","29721860","29447990","29236284","29273302","29294928","28508964","28690132","28926376","29050834","29142092","29149746","28982708","29796704","29498266","29901052","30341821","30662441","30784378","30039450","29794400","29699771","29438773","29339177","29367137","29120793","29329969","29241826","28829725","28619329","28994990",
"IDA only","IDX","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","31150366","30658878","32695688","35144544","36287240","38395468","40683048","42397636","44726300","46687072","48859844","51032520","52223984","53880288","55001168","55396168","56608072","57396012","60654368","61961552","62681368","66043420","67725840","70193616","72806760","75997480","78104784","82553792","85117520","86594216","90606688","94666472","101868368","106776256","111814096","116951584","122341352","126904744","132889056","136328784","140006688","144518512","148376928","150368416","154382640","156088336","159911616","163968896","168759840","173369296","177274960","179006544","178532064","180742512","182505040",
"Isle of Man","IMN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","57045440","58818644","62400628","63125100","64855640","65660024","69060728","67360992","68602224","71183224","73873184","76105904","79506944","82590192","83932704","87440512","87129224","90459728","95739976","97318112","99118320","101577088","105370216","108200536","109043664","109734288","110390408","109412904","110985880","113612544","113826976","115194576","125568600","","","","137742640","139317984","138368128","138413840","135316946","139869904","132043356","127894253","127827861","126563421","123807892","122378527","120044806","121700126","122027751","131348083.2","131298001","138368073.269375",
"Not classified","INX","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","399700","399560","403700","399894","402219","404818","406432","410402","414624","418247","419998","420871","421539","420444","420665","420236","422150","423402","423662","422396","416747","408567","402226","391998","380983","367689","358830","465186","456564","449638","443617","445947","447618","450413","454060","461588","475836","486921","498838","506400","511466","518223","527768","536471","544856","553585","559151","564304","568495","570381","557157","548873","","",
"Iran, Islamic Rep.","IRN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3415650","3230880","3445528","3646421","4119157","4468299","4768588","5020686","4395000","4929000","4799000","5283377","5592808","5994403","6343300","6788323","7232820","7757707","8262441","8817145","9369646","9787593","9937369","9862817","9745600","9593784","9238393","9065214","8667147","8287537","7968437","7513015","7028924","6647917","6206718","6006553","5827851","5725620","5695590","5629585","5678434","5746859","7857540","7441078","7670175","8006278","8171667","","8533709","8670052","","","","",
"Iraq","IRQ","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1098865","1195530","1297756","1408929","1523955","1776095","1949718","2048566","2459999","2609182","2615910","2637023","2620883","2698542","2754887","2816326","2920959","2996953","3023132","","3328212","2824556","2857467","","","2903923","","","3603864","3639362","","","4280602","4334609","","","4864350","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","27066","27336","27217","27046","26922","26418","25924","25138","24687","24599","24736","24809","25018","25280","25058","24603","24560","25108","25420","25525","29816","29649","29351","28960","29138","29221","29342","29705","30355","31282","31786","31465","31470","30984","30785","30421","30084","29945","29860","29568","29432","29387","29578","29892","30422","31194","31981","32421","32811","32832","33023","32697","32314","",
"Israel","ISR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","388057","396193","405759","416206","427923","441226","452905","474427","487345","500721","517174","527968","534025","537547","534514","537493","533635","525606","544748","567496","582504","595525","618513","631916","","","662329","676676","684986","693567","702128","714410","721999","736255","757809","769328","786094","807424","821481","842079","848721","861699","883706","896526","917118","936214","957167","979555","998253","1016609","1037953","",
"Italy","ITA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","4856953","4926336","4973881","4969667","4927452","4833415","4735301","4648504","4562441","4506566","4422888","4332584","4204272","4062756","3904143","3703108","3518316","3370509","3237594","3140113","3055883","3004264","2959564","2863279","2815631","2816128","2810158","2818053","2875852","2836333","2810337","2789880","2778877","2768386","2771247","2790254","2820150","2830056","2819193","2822146","2827564","2818734","2860957","2862666","2856247","2831821","2902379","2870763","2834910","2762544","2671011","2629447","2625062","",
"Jamaica","JAM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","376075","387740","379496","395036","372260","371876","367525","368046","370516","363420","359488","363593","361426","355248","347705","340059","342569","333997","339163","339023","339500","","333104","","","","","","319690","326847","328496","329762","325302","331286","326411","","310021","315129","312262","294285","289612","283628","273231","266201","256114","253196","242036","244257","227665","208863.38907869","217131","213212","195202","",
"Jordan","JOR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","277619","298802","326111","352696","371631","386012","402401","414490","431107","448411","454391","467696","473027","487890","504226","530906","542519","570795","575464","590275","618274","651783","669755","675316","677945","683400","","692550","706198","723508","","766093","786154","799888","804904","805457","807702","817160","","819601","834958","849390","883453","979792","","1049674","1106611","1133982","1147202","1126254","1112411","1113808","1105189","1115563",
"Japan","JPN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","9630815","9728516","9825682","9816536","10088776","10364846","10609985","10819651","11146874","11629110","11826573","11924653","11901520","11739452","11464221","11095372","10665404","10226323","9872520","9606627","9373295","9157429","8947226","8798082","8612106","8370246","8105629","7883565","7691872","","","","","","","","","","","","","","6801716","6714539","6638174","6581949","6531731","6504523","6494115","6440317","6379989","6310071","6246268","",
"Kazakhstan","KAZ","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","1064000","","","","","1147700","","","1142400","1162777","1205572","1239817","1258529","1251111","1367066","1372600","1342035","1290810","1248900","1208320","1190069","1158299","1120005","1079598","1023974","972931","947807","956019","950976","957919","985599","1008459","1056915","1122282","1196027","1273774","1356500","1406967","1461448","1513077","1525544","1558744","1573512","1565683",
"Kenya","KEN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","1263738","1352348","1492679","1621142","2491606","2653716","2651403","2737709","2736389","3416557","3575222","3612669","3813077","3938522","3927269","3884806","4012777","4138463","4212741","4389718","4389124","4437893","4514876","4610074","4557496","4540147","","","4828169","4782375","5034858","5148371","4903529","5811381","5926078","6075706","6101390","6687510","6868810","7150259","","","8053125","","7857538","7922495","8018681","8280034","8209186","6413428","7612735","7745154","8101565","8043380","",
"Kyrgyz Republic","KGZ","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","306000","","","","","342600","","","332900","340800","352204","361163","369172","380595","387580","473463","477914","473488","469779","465596","458660","453357","449399","444417","434155","423930","407669","399833","392485","390711","390963","405318","419064","434642","451212","469852","501011","528627","551210","565711","577057","585420","607542","619901",
"Cambodia","KHM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","337729","484088","479616","","","","","","","","1328053","1538838","1597081","1504839","1367089","1315531","1294227","1279053","1313689","1276960","1329573","","","1621685","1703316","","1918985","2011772","2127428","2248109","2431142","2728698","2772113","2762882","2695372","2582250","2479644","2340606","2289759","2272527","2191192","2142464","2173384","2073811","2012175","2010673","2022061","2028694","2040257","2165444","2132705","2164738","2198282.72710932","2265817",
"Kiribati","KIR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","11125","13962","11540","","14862","12792","13679","13481","13192","13235","13383","13836","13612","13194","13440","13331","13242","13551","14321","14709","15570","16020","16316","16800","17017","17279","17594","17557","14328","14566","15693","14809","15798","15611","16133","16087","15764","16123","15566","","","","","16192","15921","16880","16695","","","18639","18610","18522","17777","17457",
