"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Azerbaijan","AZE","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.5299987792969","","","","","","","","88.4400024414062","88.5400009155273","88.6100006103516","88.6500015258789","88.6600036621094","88.7099990844727","88.7200012207031","88.7099990844727","88.6699981689453","88.6600036621094","88.5","88.4300003051758","88.4199981689453","","","","91.8099975585938","",
"Burundi","BDI","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14735159121368","","7.42000007629395","","","","","","3.32999992370606","","","5.59999990463257","","","9.3111647004462","","","","",
"Belgium","BEL","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","14.0200004577637","","","","","","","","","","","","","","","","","","","","","","42.9921289156962","43.5957253892061","45.2732700037636","46.8244263772055","48.6156800200796","49.4324792519843","48.3583035940081","48.9173367442627","50.0038123766939","50.6804325763941","52.0275696980575","52.6089216413124","54.6454246114712","56.7683075754643","57.7299995422363","58.8487291480579","60.4199981689453","61.689998626709","61.7299995422363","62.7599983215332","63.2099990844727","64.2799987792969","64.0199966430664","66.2099990844727","67.0800018310547","69.1500015258789","70.0668254662657","71.4499969482422","72.139644732898","73.6399120754637","73.6852679280953","74.4232374318134","",
"Benin","BEN","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","1.10000002384186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.70121891704129","","","","5.01374006271362","","6.36512994766235","","6.4660701751709","6.41501998901367","","",
"Burkina Faso","BFA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.01000022888184","","","","","","","","2.80999994277954","","","","6.15000009536743","7.82000017166138","","6.34940004348755","5.32712870386465","5.26034182476624","5.15915695580717",
"Bangladesh","BGD","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","","","","","","","","","","","","","","","","17.1299991607666","","","","","19.8530266819359","","","","19.1188106028469","24.1800003051758","24.6800003051758","22.1900005340576","23.2199993133545","28.5599994659424","28.9699993133545","29.7900009155273","30.5400009155273","31.3299999237061","","33.6599998474121","","","",
"Bulgaria","BGR","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.3747303537068","59.4599990844727","61.8875100019404","61.4832000193503","61.7715892025619","63.0249069427748","64.4499969482422","67.0199966430664","67.6100006103516","68.2600021362305","69.6100006103516","70.6500015258789","72.4800033569336","73.9400024414062","73.8099975585938","74.9100036621094","75.5999984741211","76.4499969482422","77.3435588476829","76.6335894620298","77.7799987792969","78.661019074088","79.0050510077588","80.193131845955","",
"Bahrain","BHR","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.6500015258789","","","","","","","","","42.1100006103516","","","","","","54.0499992370605","56.5400009155273","64.9300003051758","","68.7399978637695","","66.9499969482422","66.7300033569336","66.379997253418",
"Bahamas, The","BHS","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.9400024414062","","","","","","","","","","81.879997253418","","","","","","","","","87.0900192260742","","","","90.9041152937105","",
"Bosnia and Herzegovina","BIH","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.8769177503296","53.4625551493833","57.0089525072219","56.8820301119927","57.8995639754601","59.1528756099602","59.5699996948242","60.8300018310547","62.3800010681152","61.7170969984451","63.5099983215332","62.9002278405043","69.0899963378906","71.1498119603508","72.3199996948242","72.0473875223632","",
"Belarus","BLR","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.8499984741211","","","","","","","96.8443697907492","97.1415486552086","97.4142697820584","94.7399978637695","97.6255870924055","97.5256860683346","97.8953833172194","97.890668183791","",
"Belize","BLZ","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.8299999237061","","","","","36.8300018310547","","","37.9717471104897","38.4909257348598","32.5941200256348","39.9577467978532","39.1543990807057","","","43.2900009155273","","42.8899993896484","","",
"Bermuda","BMU","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.6999969482422","","","","","","","","","","77.0199966430664","","","","","","87.4499969482422","","","","","","","","",
"Bolivia","BOL","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","12.0900001525879","","","","","","","","","","","","","","","","28.0100002288818","","","","","","","","29.7","38.0099983215332","25.7","","26","31","33.5","36.6","36.0900001525879","38.439998626709","","40.5","43.1399993896484","46.4","40.9","51.2599983215332","43.1","44.7","45.2","60.1500015258789","59.2200012207031","49.7","50.7064027760573","53.8120613098145","",
"Brazil","BRA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","5.67999982833862","","","","","","","","","","","","","","","","","","","","","","21.0858190844278","","","19.9339977205057","20.5062962783534","21.3494117010642","22.0733874502781","22.8272911207422","","25.3","26.8","28.1","29.4200000762939","30.4","32.4199981689453","33.75","35.4500007629395","37.1100006103516","35.9199981689453","39.3600006103516","40.6100006103516","41.8499984741211","42.560001373291","43.7799987792969","45.1100006103516","46.1699981689453","47.4300003051758","50.2","52.9","53.5","54","55.2","61.7327776308577",
"Barbados","BRB","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2099990844727","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","","","70.6451314714651","67.5941925048828","","67.798432665848","68.3763364360234","69.2162924505964","67.4217208868073","70.8407319388492","68.7706399814038","67.8724923905063","",
"Bhutan","BTN","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.51000022888184","","","","","17.3199996948242","","","","","19.22580909729","","",
"Botswana","BWA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","1.27999997138977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2221913507966","","","16.4856527382353","","","","","","","","","","42.9777369383479","43.7458619062799","44.2292943215654","44.9155478130298","43.012279510498","",
"Central African Republic","CAF","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","1.63999998569489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.61245012283325","","","","","",
"Canada","CAN","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","44.1300010681152","","","","","49.3499984741211","","","","","","71.6934500854133","72.4626568579017","73.2967698439607","74.4628776088083","67.75","","77.6938969529575","78.1951320962919","79.2255899627965","79.4000015258789","80.5808185700987","81.2651154956689","81.8416260755718","82.6343912276864","82.75","83.5809403647013","84.3148771836703","84.7867676404273","85.311018515734","84.4700012207031","86.4637574349962","87.1723476899967","87.4373043734491","88.1384114499308","86.5199966430664","89.1743662135055","89.5703840585895","89.8715504702382",
"Central Europe and the Baltics","CEB","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","21.0200004577637","","","","","","","","","","","","","","","","","","","","","","","82.5051079827871","81.5815055113866","79.8444681883128","78.851929549637","78.842688892995","79.1058326628825","78.9661416594489","79.0890797616452","83.2533726879818","82.6618483613412","82.2766318575162","82.8338125684416","82.7766577918303","83.1207526506269","83.5807909131454","84.4327535294807","82.7200012207031","81.7399978637695","81.629997253418","82.4800033569336","85.1794450427913","84.6399993896484","85.1900024414062","84.5400009155273","84.830271864468","85.6800003051758","86.6500015258789","86.870062106571","84.5048573551638","83.8835734864297","84.2772222135807","84.3823784776807",
"Channel Islands","CHI","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.9","","","45.9","50.0200004577637","","47.2","50.5699996948242","51.8600006103516","52.3","52.8600006103516","50.810001373291","57.9416809165017","53.8400001525879","60.3100448821158","56.9599990844727","62.4565158145167","59.2299995422363","65.7721194585188","66.8381594272598","65.3","66.9972330056142","66.6","68.4254952608668","69.8416178051439",
"China","CHN","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","6.65000009536743","","","","","","","","","","","","","","","","","","13.8146864870906","","","","","","","","","","22.3199996948242","","","","","","","","","","31.7700004577637","","","","",
"Cote d'Ivoire","CIV","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5190701911556","9.99058935250628","14.1800003051758","","10.2420784852343","","","","","16.8099994659424","","","",
"Cameroon","CMR","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1209292405097","","10.8721331946775","","","6.19000005722046","","","","21.1658493817117","","","","14.257869720459","","","","","","",
"Congo, Dem. Rep.","COD","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0815597885552","","","","","","","","19.8500003814697","","","27.2600002288818","","25.2189807891846","","","","","","",
"Congo, Rep.","COG","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","8.77000045776367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9904499053955","","","","","","","","","",
"Colombia","COL","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6800003051758","","","","","","","","","32.3","33.2","34.9500007629395","33.7099990844727","32.2700004577637","36.5200004577637","38.060001373291","37.6500015258789","39.1399993896484","40.2700004577637","41.4099998474121","43.2900009155273","44.5900001525879","45.4000015258789","47.2700004577637","47.7","49.7700004577637","51.0999984741211","53.1500015258789","53.7","56.1","57","58.815788269043",
"Comoros","COM","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3405539651115","","","","","","","18.919402649162","22.7917194366455","","",
"Cabo Verde","CPV","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.0400009155273","","","","","","","","","",
"Costa Rica","CRI","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","10.6300001144409","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4861629809911","29.1","30","29.9","30.9","31.3","33.4599990844727","35.7299995422363","36.5499992370605","35.5","36.5400009155273","37.3800010681152","36.4","40.2200012207031","37.9900016784668","38.2999992370605","36.7","39.6599998474121","38.4","40.939998626709","40","41","42.4","",
"Caribbean small states","CSS","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3499984741211","","","","","","","","","","57.4099998474121","","","","","","","55.3308181762695","","","","","",
"Curacao","CUW","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0099983215332","","","","",
"Cayman Islands","CYM","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.5599975585938","77.2900009155273","","","","","","88.1100006103516","90.1999969482422","","","","","","","","","",
"Cyprus","CYP","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.3767131017428","53.0678195677309","54.6698590406431","56.6720118528246","56.4413889416798","57.1399993896484","58.6699981689453","61.2000007629395","63.5299987792969","64.5","63.8199996948242","65.4499969482422","67.7799987792969","68.9199981689453","69.8899993896484","69.5","69.0500030517578","71.1600036621094","71.8102957503546","72.9800033569336","73.3406585636693","74.4700012207031","76.4441402590559","77.6551767374596","78.2866909362192","",
"Czechia","CZE","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.1178673114585","77.9307213714124","78.4783083536515","79.2367669993301","","","","","85.4800033569336","85.7799987792969","86.1399993896484","87.25","87.9899978637695","88.4000015258789","88.5299987792969","89.1600036621094","89.629997253418","89.7699966430664","90.2300033569336","90.5800018310547","90.5812617260621","90.6699981689453","90.9993348123296","91.4344095231847","91.3589555303177","91.3880308548045","",
"Germany","DEU","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.2471061906733","74.5228905735586","","76.3491321520236","73.3015704627174","75.3328478166187","","74.8075247534609","76.1768738714642","77.5640683296579","78.110326006942","78.4599933765618","78.4800033569336","77.620002746582","77.8499984741211","79.1100006103516","80.1600036621094","80.620002746582","81.129997253418","81.7200012207031","82.0500030517578","82.3099975585938","83","83.0800018310547","83.0100021362305","83.6649584098387","83.4599990844727","84.3155578699176","83.6999969482422","81.6805888379566","81.4180852571742","81.86753991238","",
"Djibouti","DJI","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6237201690674","","","","","","","",
"Dominica","DMA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7700004577637","","","","","","","","","","","","","","","","","","","","52.510929107666","","","",
"Denmark","DNK","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.8400001525879","","","58.1599998474121","60.0400009155273","66.2661011938972","64.8980589867608","67.8778238389654","","","75.277785193348","","84.2600021362305","82.2799987792969","","74.6938038217694","75.8199996948242","78.7900009155273","72.6600036621094","72.2300033569336","73.120002746582","76","76.5500030517578","76.8399963378906","77.75","78.1800003051758","76.1561593865924","79.2799987792969","77.0355227639042","79.3199996948242","77.7216621761722","77.638493070176","78.0609216351925","",
"Dominican Republic","DOM","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","4.40000009536743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","22.8","24.5","25.7","27.3","26.5","28.7","30.8199996948242","29.7","32.3","30.8299999237061","31.7199993133545","32.6100006103516","33.4900016784668","34.1699981689453","34.8699989318848","48.5999984741211","37.6","39.7","41.3702812194824","41.9","42.8","43.8","44.5","",
"Algeria","DZA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","0.319999992847443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1499996185303","","25.4200000762939","","","13.9799995422363","","","","","","","","24.1083202362061","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
