"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Denmark","DNK","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","11.92714","11.59069","11.40025","11.65544","11.39385","11.27789","","11.47412","9.83742","9.92763","9.9358","","","9.90887","10.03223","10.12217","9.93301","","","","","","","","","","","","","10.73738","","","","","","","","","","",
"Dominican Republic","DOM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","55.38453","55.71323","54.77386","52.9007","51.56871","50.81095","","","","","","","46.3499","","43.44283","","","","","","","","","","","","","30.66259","31.18106","31.03273","","32.60835","","25.23843","24.32793","22.51085","23.88067","19.62249","25.18972","25.53138","25.45855","23.6279","23.49304","20.56358","18.29098","18.52102","18.91694","18.92322","","","","","","",
"Algeria","DZA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","40.00059","","","","41.96422","40.94596","39.50841","37.58111","36.76106","35.80454","35.24855","33.74068","32.32614","30.56192","29.63073","27.84273","27.28204","27.17892","27.95506","27.78717","27.69468","28.1692","27.41847","27.36828","27.27589","27.32222","27.34591","","28.19076","28.3962","27.84252","27.59291","27.53299","26.51107","25.43721","24.48384","23.93164","23.23052","22.99987","23.32803","23.26903","23.15942","23.26105","23.66406","23.83613","24.2355","24.22505","24.32018","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","29.46948","29.68587","28.31758","29.17493","29.44075","29.69483","29.48375","29.58827","29.33112","29.24473","28.55898","27.94907","27.13263","26.54786","26.05759","25.99351","25.56358","25.16123","24.58104","23.99779","23.52047","23.40749","23.49294","23.5597","23.77117","23.97595","24.18134","24.41248","24.60798","24.47194","23.92607","23.23621","22.39064","20.35435","20.82463","20.19631","19.61266","19.1086","19.22298","18.76529","18.41768","18.34781","18.32777","17.81751","17.50663","17.27039","17.02758","17.52599","17.66661","","","","","","",
"Early-demographic dividend","EAR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","35.92499","35.78002","35.90741","36.54908","36.3855","36.18169","36.16966","36.8657","36.79176","36.60302","36.48874","36.139","35.71618","34.45534","33.98218","33.52548","33.15765","33.12408","33.19931","32.61015","32.80725","32.70133","32.72575","32.60806","32.62379","32.36577","32.40049","32.07054","31.90109","31.80821","31.84988","31.8511","31.59544","31.72718","31.7082","31.82643","31.48994","31.29214","31.30122","30.65549","29.92575","29.28531","28.94606","27.60211","27.46432","27.0575","27.77988","27.61436","27.85282","","","","","","",
"East Asia & Pacific","EAS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","29.72213","29.88888","28.55831","29.27945","29.43986","29.63296","29.47242","29.53323","29.27433","29.19023","28.51215","27.94111","27.16429","26.58446","26.07273","25.98704","25.56154","25.15158","24.57088","24.00196","23.51734","23.3779","23.41051","23.45646","23.5636","23.70778","23.93948","24.15827","24.4615","24.33867","23.821","23.16444","22.35288","20.43202","20.82951","20.21877","19.6508","19.15573","19.22901","18.76306","18.40429","18.29799","18.24173","17.73742","17.43074","17.20192","16.96202","17.41387","17.53589","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","24.82772","24.50775","24.63465","24.76784","25.20943","25.11435","25.03414","24.69148","24.43787","23.89416","23.50214","23.16886","22.35042","21.60117","21.15052","21.22289","21.30444","21.19213","21.00838","20.77612","20.40795","20.06541","19.81363","19.53694","19.05629","18.98538","18.71192","18.29529","18.07009","18.05049","18.19861","18.00801","17.96262","18.11481","18.09482","17.82266","18.15291","18.41218","18.39211","","","","","","",
"Europe & Central Asia","ECS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","21.54971","21.60763","21.33537","21.09716","20.96198","20.77314","20.66128","20.40222","20.2585","20.12814","19.92925","19.76466","19.70955","19.6361","19.65762","19.43171","19.29285","19.27981","19.12836","18.84906","18.58735","18.26946","17.93192","17.47102","17.11805","17.33348","17.35645","17.2426","17.15111","16.9551","16.53301","16.20312","16.02089","15.91851","15.80889","15.55318","15.39496","15.05574","14.93745","14.81432","14.71334","14.64212","14.77627","14.9614","14.92689","14.75172","14.69603","14.85681","14.86965","","","","","","",
"Ecuador","ECU","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","36.97997","37.08638","37.52643","38.20217","37.49028","37.67877","35.89868","35.53701","37.28132","36.40746","36.17253","34.97651","36.11976","33.31607","32.2522","32.38547","32.21246","31.24253","29.26967","30.40775","30.2485","31.63678","31.36302","27.57674","26.35151","25.82958","25.31028","24.52709","23.6912","23.25134","23.06638","24.47064","23.73489","23.13241","22.89619","22.51506","22.56566","","23.18609","21.98396","21.89836","22.07965","23.29823","24.70893","25.10819","25.09592","24.48003","24.26216","","","","","","",
"Egypt, Arab Rep.","EGY","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","37.98025","","","","","35.35867","33.36982","34.52648","34.44526","33.10761","","34.4931","31.34519","32.23946","","31.87956","31.32996","29.86008","19.6581","25.14449","24.93352","23.95754","23.50758","26.76104","25.09622","27.02079","23.12247","","23.37189","22.98104","22.26153","22.49667","22.18727","21.8606","25.6326","26.00118","27.08402","","27.20919","27.73437","","","","","","23.07766","23.77693","23.67945","","","","","","",
"Euro area","EMU","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","22.16151","22.1397","21.67292","21.56475","21.2835","21.01116","20.82845","20.32666","20.04613","19.77657","19.53473","19.41071","19.25425","19.12566","18.93256","18.55268","17.96307","17.8651","17.58157","17.44304","17.04056","16.48235","16.27283","15.93587","15.35743","15.63573","15.54025","15.3784","15.47417","15.23755","14.6687","14.37892","14.02949","13.95161","13.86827","13.68196","13.56853","13.3586","13.27048","13.16155","12.94273","12.76611","12.90934","13.14922","13.32559","13.29565","13.09754","13.20755","13.203","","","","","","",
"Eritrea","ERI","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.62725","38.17759","37.68117","41.36825","37.24102","39.28281","40.1732","41.47649","43.9622","","46.98045","47.51019","44.79469","44.04881","46.71681","46.68206","47.53362","47.2394","47.866","42.95363","38.46821","37.95899","40.4643","40.9313","45.66797","42.46671","43.33621","","39.24553","38.74092","","","","","","",
"Spain","ESP","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","30.78901","26.01015","","","","","","","","","28.27108","28.15021","27.20275","26.58332","","25.28136","25.50205","24.71025","","23.48296","22.02928","21.15976","19.99801","19.2214","17.83949","","","15.47547","15.04197","14.54434","14.30441","14.00892","13.87611","13.93149","13.75078","13.58265","12.8265","12.42388","12.62216","12.40145","12.39876","12.60121","13.31975","13.09629","13.18623","12.99102","13.13172","","","","","","","",
"Estonia","EST","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.33845","","","","","15.66547","14.32289","14.10571","","","","","10.58928","12.82706","12.15258","11.89762","11.72345","11.7829","11.54548","11.49954","","","11.26704","11.31153","","","","","","","",
"Ethiopia","ETH","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","48.49985","47.16564","44.34221","46.11343","46.03242","44.3135","44.9922","39.67265","47.37794","59.0234","63.94322","62.7242","59.297","53.56085","49.96845","48.0888","48.27671","49.38413","43.27498","40.67554","36.07524","30.17056","26.61047","30.15261","32.7529","37.89781","43.198","46.51484","","67.33913","","","","","","","","62.28293","57.9406","54.05852","55.06929","","","","","","","","","","","","","",
"European Union","EUU","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","19.77633","19.87323","19.62942","19.45825","19.27239","19.07304","19.01229","18.74976","18.58093","18.33371","18.09389","17.92523","17.73666","17.52554","17.31372","17.00692","16.80732","16.84631","16.67112","16.44071","16.15228","15.76762","15.59485","15.27928","14.98887","15.25228","15.19775","15.1095","15.13064","14.97835","14.58597","14.28152","14.1123","14.12397","14.11408","13.84741","13.76735","13.48999","13.42462","13.28071","13.07971","13.06676","13.28827","13.60514","13.53942","13.40088","13.16466","13.30876","13.29708","","","","","","",
"Fragile and conflict affected situations","FCS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","36.42146","36.31208","36.17524","36.26135","36.446","36.82616","36.73622","36.88287","36.29664","36.38641","36.24235","36.26762","35.97623","34.93737","34.67502","34.48125","34.12903","34.03938","34.1622","34.0081","33.15345","33.98974","34.26106","33.9115","34.26673","34.04304","33.13055","32.74651","32.35435","31.03909","31.14166","31.58165","32.46654","32.9414","33.19695","32.63663","32.4006","32.08582","32.30469","32.14036","32.24411","32.15943","31.59612","31.83551","31.50363","30.80537","30.41004","30.4998","30.49175","","","","","","",
"Finland","FIN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","22.24827","21.78292","19.76158","18.50725","17.47614","18.52441","16.00657","16.84085","16.18491","15.72409","14.38772","13.70455","14.78527","14.68026","","","","","","","","","","","","16.50077","17.75162","17.6107","17.26959","16.68729","15.89647","15.56876","16.34786","15.95583","15.53424","15.0094","15.03387","14.394","13.64642","14.03056","13.67094","13.55949","13.19718","13.33204","","13.32179","13.66688","","","","","","","",
"Fiji","FJI","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","23.95614","","","","","","","","","","","26.14061","","24.64743","23.76422","23.03645","23.14209","23.03324","","28.12209","27.95442","27.8225","28.16087","28.1581","","","","26.03275","","","30.75971","27.99728","","","","","","","","","","","","",
"France","FRA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","22.52035","22.52228","22.49692","","20.1512","20.01228","","20.55746","","22.03016","21.50899","20.6365","20.71631","20.51745","20.99512","","","","18.52528","18.70649","18.76642","18.7381","18.96238","20.31888","18.90745","18.74643","18.74644","18.63916","18.63923","18.64066","18.55493","18.67071","18.95016","19.03749","18.72938","17.76643","17.5183","17.81514","18.1766","","","","","","","","","","","",
"Faroe Islands","FRO","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","17.85478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7106","","","","","","","","","",
"Gabon","GAB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","45.51108","43.74524","49.64764","48.81231","50.33458","48.25526","47.48653","49.06909","45.84488","42.85055","45.06858","45.47618","43.78709","45.29221","46.60229","45.81013","46.84791","46.12178","48.26836","","","43.91468","","","52.45657","50.71677","55.62888","","51.93734","","49.21541","42.63022","36.04019","","","","","","","","24.53098","","","","","","","","","","","","","",
"United Kingdom","GBR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","23.32729","22.63746","21.72124","21.09322","20.55043","20.03306","20.10764","19.94377","19.36901","18.98941","","18.71611","18.26122","17.97819","17.52049","","20.29108","20.32558","19.62207","19.67982","19.78394","19.80669","","","","","","","18.69099","18.66476","17.58523","17.17514","17.10493","18.09401","17.47359","18.08045","17.24426","18.26999","17.96198","17.52706","17.2654","18.30825","18.43752","16.5528","","15.05392","15.13275","","","","","","","",
"Georgia","GEO","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","19.02101","","","","","17.31092","","","","","17.21257","16.98373","16.80179","16.51064","16.15664","16.07292","17.73214","17.87435","17.41941","16.84272","15.62819","13.85575","14.50291","","","","","8.68001","8.9205","","","","9.09457","9.07882","9.01662","8.82638","9.01533","8.98194","","","","","","",
"Ghana","GHA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","30.66968","30.33996","30.75608","29.88763","28.16485","27.29006","28.49105","30.11206","29.68792","29.44652","28.65872","27.64036","23.23974","23.80659","23.91446","25.91443","27.09356","29.05957","27.765","30.21381","30.89085","29.98269","32.78334","32.70742","","29.59855","33.78522","32.5811","32.10887","30.98782","32.34112","32.81364","35.38932","31.98986","32.24014","33.11177","","31.04223","32.98357","31.68167","30.07899","31.25587","30.5794","27.29644","27.24556","26.99486","","","","","",
"Gibraltar","GIB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","22.60947","21.79845","19.46897","18.39333","17.77215","17.84667","17.25466","18.61905","18.13423","17.51592","16.92857","","16.57627","15.46448","","","","","","","","","","","","15.86628","","28.33696","22.53333","20.66957","","","","","","","16.63731","16.03448","","","","","","","13.70588","14.17","","","","","","","",
"Guinea","GIN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","43.66286","37.06646","42.55828","43.41534","44.17112","39.95359","44.89399","42.30341","38.15073","38.40903","35.94515","32.35854","31.34675","31.28626","36.21543","36.34951","36.05232","39.91076","38.57931","38.21817","39.86746","48.73963","49.18608","48.54826","46.72577","49.19251","49.10345","48.60131","46.83864","45.58806","44.35788","47.2258","44.99174","45.24222","44.86534","44.45992","45.36442","44.11118","43.68705","42.18615","44.08141","43.55555","44.21036","45.59096","","47.14862","","","","","","","","",
"Gambia, The","GMB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","27.46795","28.48777","28.68685","25.42822","25.9537","25.9673","27.14149","25.19196","25.96293","27.20988","24.3794","","23.31442","24.95398","25.29549","24.47701","28.7471","","28.29224","31.05711","31.30468","31.51773","30.46101","33.39804","33.60267","30.23628","30.38237","32.83094","36.95683","37.44125","38.68007","37.98627","39.40341","38.53397","36.56464","38.47812","35.15646","34.36475","","37.48167","37.61854","33.86525","36.13171","44.68514","37.14288","","38.67589","36.13813","","","","","","",
"Guinea-Bissau","GNB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","45.41234","52.21587","","","","37.85945","","","28.00208","24.72888","22.88578","22.56501","22.11091","22.70027","24.7222","","24.67286","24.76085","","","","","","","","","","","","44.0649","","","","","","62.23411","","","","51.92515","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","57.10635","","","","","","","68.77743","68.41566","","","","","","","","","","","53.79068","54.85228","","","","","56.68684","43.39267","43.35746","","31.97703","","","","","27.96517","24.21892","27.16736","27.90775","26.1669","","","23.22706","","","","","","","","","",
"Greece","GRC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","30.93285","30.87426","32.23596","30.97766","30.4632","30.23067","28.74069","26.9149","25.81226","24.8178","24.13617","23.49298","23.85878","24.126","23.44758","23.36514","22.81234","22.19387","21.14261","19.64665","18.65531","18.25282","17.82167","16.527","16.09251","14.96337","13.93695","13.60849","13.53775","13.41496","12.72615","12.52457","11.94256","11.25939","11.06286","10.53573","10.28887","","","","","9.19747","9.49328","9.44769","9.64365","9.27444","9.38027","","","","","","","",
"Grenada","GRD","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","37.94375","33.70475","35.22672","36.81806","","","32.00474","32.16066","31.4375","31.89097","23.29381","23.34079","23.17277","22.27742","22.71296","","21.87942","22.61911","","25.13761","","26.73967","26.88929","26.37383","26.37093","24.27733","26.55239","25.94412","22.95528","20.32412","20.88105","","18.69144","17.67486","18.23894","","15.76693","22.55772","17.09157","16.05523","","","14.79771","14.48004","16.99747","15.45199","16.18269","16.35068","","","","","","",
"Greenland","GRL","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","35.97176","36.28626","36.28132","35.34579","34.88794","34.59242","33.59323","34.51941","34.7554","34.68621","33.79907","36.5982","34.67926","35.96512","36.34195","36.55198","35.50578","34.91781","","","","33.99116","35.5829","31.52241","27.83356","33.63184","34.80891","34.31924","35.50102","38.146","32.56065","30.00455","30.12575","","30.88923","31.05577","30.95251","30.45308","29.42545","27.94058","26.86718","26.2891","25.54245","23.66146","22.98198","","21.74437","20.17993","20.26228","","","","","","",
"Guam","GUM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","25.14306","25.25616","22.02005","","21.98889","21.99674","21.99236","","19.93708","20.04111","19.99227","19.93889","20.00787","19.94598","","19.97976","19.92024","19.9521","20.02065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","29.09342","","","32.38239","","32.14215","32.38616","30.97399","32.57699","32.994","33.46943","37.21815","36.22012","37.41756","35.69153","","","","","","29.70675","27.37654","26.7468","28.41935","29.16711","29.9707","29.47125","","26.65515","26.22418","26.00952","","26.55199","","28.03939","","26.17853","25.56042","25.56063","24.61945","24.59172","23.1645","","","","","","","","","","","","",
"High income","HIC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","19.16222","19.27818","19.13439","19.00706","18.8785","18.79652","18.82748","18.70394","18.62507","18.55957","18.32229","18.24786","18.10632","17.96182","17.77269","17.60717","17.43496","17.4495","17.34625","17.24065","17.13304","16.97603","16.88207","16.76453","16.46275","16.52013","16.47201","16.37079","16.45335","16.26213","15.92328","15.88898","15.56193","15.48895","15.15468","14.92276","14.72095","14.52445","14.35105","14.29411","14.02249","14.13012","14.1681","14.13521","14.11254","14.02746","13.90883","13.94748","14.03652","","","","","","",
"Hong Kong SAR, China","HKG","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","33.04378","32.23735","32.17553","31.88956","31.30267","31.09508","30.8129","30.138","30.21287","30.05414","30.11986","30.06734","27.77275","27.78323","27.32888","27.56664","27.47756","27.22594","27.00434","","26.8941","26.66898","26.69638","25.36665","","23.72998","","21.63416","21.7","21.50002","21.09928","20.16689","19.76984","18.7644","18.347","17.759","16.94053","16.54729","15.8539","15.16485","14.79974","14.43462","13.99258","13.84932","13.66248","13.67502","13.76886","13.34788","","","","","","",
"Honduras","HND","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","35.28892","35.83718","36.29117","35.92162","35.98342","35.31959","35.40259","34.54184","36.24007","39.66018","36.70046","39.02525","37.46715","37.09839","38.47048","","39.08991","","","","34.82305","38.05488","35.88667","37.28595","34.89965","34.78818","32.9513","33.13537","32.82948","31.72588","34.05898","","","","32.90479","29.14181","27.92893","","33.34365","33.87645","","","","","","29.14566","28.37057","25.59773","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","39.90121","40.05364","40.18526","40.01123","40.36181","40.60133","40.74933","40.85028","40.23612","39.90235","40.64748","40.95266","40.19454","39.4291","38.81889","38.1688","37.06191","37.17651","37.51758","37.16708","37.56485","38.17838","37.37458","37.67366","39.01453","39.70097","39.84979","42.20567","42.5527","41.61852","43.53539","44.29519","45.32273","45.98481","45.46054","45.2227","44.29735","44.10805","44.00887","43.50385","42.29911","42.12942","41.22102","40.9112","40.48945","39.91367","39.66627","39.64473","39.66142","","","","","","",
"Croatia","HRV","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.60302","18.94936","19.88625","19.20884","18.77265","18.27197","17.93677","17.72563","","17.52572","17.06071","16.69378","16.02884","14.78459","14.25609","13.83132","13.67519","13.71278","13.69721","13.702","13.50611","","","","","","","","",
"Haiti","HTI","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","46.8334","52.35814","50.90525","42.04647","39.85336","41.22673","39.42839","41.23968","41.45643","43.06168","44.05672","44.08803","42.56688","42.36704","40.3508","37.60776","36.17723","","","","","36.16852","30.87675","31.77983","32.72041","33.69951","34.72498","33.40803","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.65345","11.39403","","12.01911","10.75367","10.64964","10.70924","10.53831","10.27733","9.58843","10.47323","10.44291","10.24786","10.05516","10.41766","10.49666","10.57857","10.5475","10.48051","10.40282","11.2436","10.97863","10.76744","","","","","","","","",
"IBRD only","IBD","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","30.7062","30.86438","30.09588","30.73709","30.81381","30.92383","30.76877","30.87723","30.75317","30.67952","30.1961","29.73872","29.12932","28.58061","28.32915","28.20665","27.93487","27.68928","27.36779","26.79544","26.70416","26.60429","26.58135","26.58624","26.71538","26.75868","26.90631","26.93566","27.02443","26.96506","26.50355","25.98967","25.56539","24.67268","24.81289","24.49458","24.25543","24.03075","23.92234","23.46273","23.04905","22.78424","22.65163","22.03846","21.65103","21.50841","22.06742","21.98289","21.996","","","","","","",
"IDA & IBRD total","IBT","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","31.48826","31.5833","30.92861","31.60625","31.71275","31.83181","31.71242","31.82907","31.61023","31.58993","31.32151","30.98692","30.47396","29.93277","29.6687","29.56153","29.2741","29.13315","28.92684","28.37272","28.35973","28.31649","28.28284","28.29471","28.48032","28.53621","28.58813","28.80701","28.93644","28.93467","28.74273","28.38908","28.29544","27.54779","27.74522","27.61426","27.52692","27.43755","27.37657","26.97649","26.57106","26.26128","26.31432","25.46278","25.14388","24.93134","25.36889","25.27992","25.328","","","","","","",
"IDA total","IDA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","37.99029","37.47175","37.73208","38.68888","38.98468","39.10673","39.16872","39.0177","37.52007","37.55486","38.82283","39.12985","39.09711","38.32889","37.85947","37.89948","37.68398","38.12844","38.58418","38.16481","38.65156","38.55658","38.08996","37.85862","38.25746","38.2803","37.57511","38.49205","38.57297","38.6285","39.66203","39.72578","40.67279","40.26534","40.54715","40.85441","41.1092","41.5526","41.2443","40.63645","39.79504","38.61901","39.36327","37.18445","36.67877","36.09061","35.76871","35.43115","35.45098","","","","","","",
"IDA blend","IDB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","34.95921","34.65714","34.15625","34.99238","34.87867","34.65447","34.64767","35.14561","33.07608","33.8254","34.70885","34.62955","35.31713","34.84341","35.63244","36.76639","37.5518","38.37566","37.44434","35.925","37.34384","36.54351","35.83489","35.21069","35.06873","34.86122","33.49942","34.20239","34.62449","35.88122","36.48538","36.18918","36.68652","34.95866","36.22164","36.94261","38.23465","40.24699","39.65121","38.50784","38.17689","35.91002","40.2824","34.43668","34.2286","34.17311","34.72972","34.27092","34.26502","","","","","","",
"Indonesia","IDN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","28.93","29.01937","29.43001","29.90001","29.47681","29.46432","30.34809","36.00107","37.17652","","","32.43212","31.57757","28.79975","27.55328","26.43857","25.2978","24.42609","23.96357","23.55995","23.27149","23.21946","23.4541","23.1926","23.05079","22.66127","22.34334","22.02891","21.81721","21.95671","22.11772","22.24524","20.90186","20.29418","20.12598","20.41336","19.00007","18.81593","20.68852","19.77613","19.0117","18.9804","18.59225","16.09408","16.55935","","13.97814","16.06371","17.03493","","","","","","",
"IDA only","IDX","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","39.4106","38.82618","39.5245","40.50665","41.17758","41.45978","41.47875","41.04906","40.02739","39.76398","41.36342","42.09154","41.66373","40.71023","39.28688","38.57209","37.72056","37.94714","39.19857","39.47372","39.38734","39.71738","39.43715","39.51132","40.2696","40.37475","40.05168","41.089","40.95596","40.23509","41.56662","41.81829","42.92273","43.45035","43.01005","43.01487","42.5563","42.14318","41.9291","41.58895","40.50759","39.87939","38.97507","38.49187","37.82136","36.95185","36.21857","35.93808","35.97722","","","","","","",
"Isle of Man","IMN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","41.45214","41.62027","42.53532","42.52025","41.93173","42.11305","","","42.89832","","","","","","","","","","","","","","","","","","","","40","39.99999","40.14999","40.66296","41.32988","","","","","","","","35.15463","","32.31833","31.28855","31.49146","35.21588","32.74955","","","","","","","",
"Not classified","INX","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","30.02306","30.99678","31.08229","30.99245","30.03869","29.38572","28.69623","28.38162","27.8851","27.15345","27.10296","26.81102","26.63071","26.66259","27.52303","27.22852","26.6906","25.89965","24.81039","24.1795","23.3174","22.54239","22.14727","25.8408","21.58899","","20.28891","19.40672","18.67253","18.16768","17.86512","17.20225","15.93984","15.86217","15.81153","15.80376","15.57069","16.06046","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","32.43886","31.32823","35.49493","30.38254","30.50753","29.37622","28.47649","32.48016","","","","27.41493","19.92812","20.16294","20.614","21.91648","28.02745","29.34102","29.88895","","31.36189","31.34307","31.86699","31.65918","31.91303","32.86826","31.76048","30.40967","26.50585","26.14868","25.32444","24.38459","23.60989","22.60443","21.74286","21.84821","21.78506","21.33003","20.4884","","","","25.65459","25.91843","26.77414","27.32117","28.52479","","","","","","","",
"Iraq","IRQ","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","22.05582","22.01632","23.60458","24.1028","26.44791","25.44111","27.59178","26.24348","28.22783","28.176","27.82883","26.79302","24.38507","24.0024","23.82255","23.7781","23.68793","25.12536","23.11669","","24.8224","23.52562","21.76769","","","19.96441","","","25.47278","21.39027","","","19.42497","20.52994","","","16.95545","","","","","","","","","","","","","","","","","",
